268,16
269,14
1929,136
1928,187
1927,84
1926,92
1925,119
1924,159
1923,61
1922,113
270,15
271,21
272,79
273,15
274,23
275,17
1932,139
276,65
1931,132
277,18
1930,170
278,179
279,15
1939,196
1938,105
1937,99
1936,281
1935,78
1934,92
1933,112
280,18
281,53
282,140
283,13
284,116
285,16
286,17
1943,29
287,15
1942,29
288,16
1941,22
289,13
1940,31
1949,32
1948,122
1947,93
1946,194
1945,108
1944,26
290,12
291,16
292,26
293,19
294,12
295,19
296,18
297,18
1954,26
298,106
1953,18
299,14
1952,11
1951,152
1950,22
1959,134
1958,110
1957,107
1956,198
1955,34
1965,32
1964,24
1963,20
1962,183
1961,139
1960,102
1969,19
1968,31
1967,23
1966,24
1976,250
1975,91
1974,176
1973,73
1972,69
1971,30
1970,34
1979,22
1978,194
1977,111
1990,16
1987,24
1986,22
1985,22
1984,16
1983,17
1982,27
1981,19
1980,26
1989,141
1988,100
1998,91
1997,163
1996,32
1995,22
1994,19
1993,27
1992,34
1991,33
1999,69
2405,26
2404,21
2403,27
2402,214
2401,152
2400,96
2409,66
2408,60
2407,77
2406,140
2416,22
2415,30
2414,18
2413,61
2412,29
2411,41
2410,76
2419,22
2418,24
2417,17
2430,28
2427,20
2426,29
2425,13
2424,191
2423,151
2422,18
2421,241
2420,145
2429,40
2428,29
1110,71
2441,14
2440,22
1107,12
2438,199
1106,13
2437,181
1105,13
2436,72
1104,15
2435,62
1103,14
2434,77
1102,13
2433,147
1101,21
2432,23
1100,21
2431,27
1109,59
1108,181
2439,105
1121,47
2452,142
1120,15
2451,192
2450,92
1118,16
2449,69
1117,96
2448,17
1116,85
2447,57
1115,48
2446,35
1114,49
2445,21
1113,121
2444,31
1112,94
2443,17
1111,65
2442,15
1119,15
1132,18
2463,16
1131,15
2462,16
1130,11
2461,13
2460,14
1129,13
1128,13
2459,18
1127,11
2458,18
1126,14
2457,90
1125,10
2456,142
1124,11
2455,135
1123,11
2454,87
1122,40
2453,144
1143,199
2474,26
1142,15
2473,24
1141,13
2472,21
1140,14
2471,155
2470,264
1139,15
1138,13
2469,74
1137,12
2468,21
1136,17
2467,27
1135,267
2466,25
1134,136
2465,31
1133,18
2464,27
1154,143
2485,117
1153,51
2484,188
1152,42
2483,247
1151,16
2482,94
1150,16
2481,102
2480,152
1149,15
1148,45
2479,139
1147,101
2478,22
1146,79
2477,28
1145,177
2476,29
1144,70
2475,23
1165,87
2496,137
1164,77
2495,36
1163,61
2494,147
1162,141
2493,70
1161,128
2492,82
1160,134
2491,63
2490,104
1159,121
1158,42
2489,30
1157,17
2488,54
1156,13
2487,86
1155,205
2486,129
1176,15
1175,12
1174,13
1173,96
1172,114
1171,120
1170,207
1169,169
1168,49
2499,222
1167,71
2498,104
1166,136
2497,175
1187,17
1186,68
1185,74
1184,93
1183,62
1182,83
1181,72
1180,112
1179,131
1178,15
1177,12
1190,17
1198,59
1197,151
1196,100
1195,110
1194,201
1193,11
1192,14
1191,13
1189,14
1188,138
1199,103
300,54
301,15
302,11
303,61
304,17
305,10
306,10
307,12
308,12
309,12
310,20
311,13
312,15
313,17
314,18
315,13
316,19
317,19
318,15
319,106
320,114
321,216
322,127
323,17
324,12
325,16
326,11
327,21
328,11
329,121
330,19
331,18
332,66
333,25
334,18
335,90
336,26
337,15
338,12
339,17
340,11
341,11
342,16
343,16
344,14
345,17
346,17
347,15
348,16
349,14
350,20
351,19
352,13
353,15
354,22
355,15
356,11
357,14
358,15
359,11
10,13
11,30
12,18
13,13
14,30
15,12
16,15
17,14
18,16
19,13
360,13
361,16
362,13
363,15
364,15
365,17
366,15
367,79
368,16
369,14
20,52
21,14
22,20
23,22
24,14
25,13
26,15
27,20
28,15
29,12
370,12
371,17
372,12
373,14
374,11
375,11
376,11
377,11
378,18
379,10
30,19
31,11
32,15
33,21
34,13
35,16
36,24
37,13
38,17
39,44
380,68
381,15
382,16
383,18
384,12
385,11
386,12
387,12
388,18
389,12
40,181
41,16
42,19
43,15
44,16
45,16
46,102
47,17
48,170
49,16
390,17
391,15
392,16
393,22
394,13
395,11
396,116
397,162
398,12
399,22
50,16
51,20
52,26
53,12
54,25
55,11
56,11
57,11
58,66
59,33
60,19
61,12
62,16
63,63
64,14
65,21
66,18
67,12
68,100
69,37
70,51
71,165
72,13
73,14
74,14
75,15
76,18
77,17
78,128
79,18
80,23
81,13
82,40
83,19
84,36
85,16
86,45
87,22
88,28
89,25
90,21
91,15
92,93
93,34
94,38
95,102
96,79
97,26
98,20
99,15
2504,31
2503,14
2502,27
2501,143
2500,165
2509,15
2508,18
2507,46
2506,23
2505,24
2515,140
2514,86
2513,87
2512,22
2511,11
2510,19
2519,104
2518,101
2517,93
2516,110
2526,172
2525,169
2524,120
2523,123
2522,146
2521,28
2520,33
2529,24
2528,24
2527,114
2540,19
1206,145
2537,134
1205,24
2536,116
1204,29
2535,180
1203,12
2534,210
1202,13
2533,35
1201,18
2532,21
1200,83
2531,19
2530,27
1209,20
1208,16
2539,34
1207,15
2538,141
1220,13
2551,21
2550,29
1217,17
2548,25
1216,91
2547,158
1215,62
2546,136
1214,49
2545,85
1213,39
2544,89
1212,50
2543,107
1211,40
2542,175
1210,53
2541,155
1219,18
1218,14
2549,31
1231,38
2562,12
1230,53
2561,133
2560,107
1228,12
2559,118
1227,11
2558,61
1226,106
2557,83
1225,95
2556,108
1224,53
2555,122
1223,153
2554,183
1222,17
2553,25
1221,13
2552,29
1229,13
1242,14
2573,14
1241,13
2572,176
1240,11
2571,119
2570,122
1239,12
1238,115
2569,178
1237,98
2568,193
1236,147
2567,163
1235,167
2566,31
1234,139
2565,25
1233,74
2564,16
1232,18
2563,12
1253,96
2584,83
1252,98
2583,32
1251,39
2582,156
1250,17
2581,101
2580,152
1249,20
1248,60
2579,94
1247,91
2578,34
1246,12
2577,31
1245,13
2576,28
1244,14
2575,28
1243,25
2574,31
1264,173
2595,136
1263,43
2594,104
1262,96
2593,135
1261,110
2592,153
1260,82
2591,18
2590,11
1259,80
1258,88
2589,20
1257,98
2588,15
1256,12
2587,20
1255,87
2586,26
1254,46
2585,22
1275,20
1274,69
1273,37
1272,167
1271,68
1270,81
1269,14
1268,15
2599,27
1267,110
2598,199
1266,18
2597,98
1265,182
2596,137
1286,21
1285,23
1284,16
1283,12
1282,78
1281,73
1280,111
1279,62
1278,91
1277,17
1276,13
1297,12
1296,12
1295,138
1294,89
1293,25
1292,104
1291,12
1290,182
1289,14
1288,69
1287,17
3002,218
3001,189
3000,107
1299,16
1298,18
3013,143
3012,105
3011,149
3010,86
3009,66
3008,154
3007,12
400,22
3006,123
401,15
3005,150
402,11
3004,118
403,22
3003,83
404,15
405,47
406,30
407,19
408,22
409,125
3024,160
3023,107
3022,100
3021,238
3020,136
3019,15
410,13
3018,180
411,20
3017,78
412,14
3016,91
413,18
3015,229
414,46
3014,184
415,17
416,24
417,105
418,11
419,13
3035,135
3034,129
3033,190
3032,161
3031,149
3030,104
420,11
421,15
3029,16
422,11
3028,124
423,12
3027,138
424,12
3026,128
425,13
3025,130
426,14
427,10
428,12
429,17
3046,125
3045,83
3044,54
3043,108
3042,133
3041,219
3040,106
430,12
431,12
432,15
433,18
3039,123
434,15
3038,80
435,118
3037,100
436,14
3036,138
437,15
438,20
439,23
3057,205
3056,114
3055,103
3054,108
3053,119
3052,205
3051,30
3050,129
440,123
441,150
442,15
443,17
444,14
445,11
3049,203
446,13
3048,186
447,15
3047,175
448,12
449,12
3060,72
3068,101
3067,159
3066,132
3065,121
3064,149
3063,25
3062,22
450,16
3061,23
451,17
452,17
453,13
454,15
455,13
456,11
457,17
3059,151
458,15
3058,87
459,12
3071,122
3070,120
3079,50
3078,127
3077,374
3076,233
3075,109
3074,151
460,11
3073,97
461,20
3072,157
462,135
463,15
464,157
465,11
466,12
467,14
468,13
469,12
3069,149
3082,112
3081,198
3080,154
3089,82
3088,115
3087,205
3086,120
470,13
3085,134
471,11
3084,118
472,12
3083,89
473,10
474,13
475,15
476,16
477,17
478,11
479,60
3093,96
3092,180
3091,180
3090,141
3099,112
3098,121
480,16
3097,209
481,24
3096,168
482,16
3095,111
483,51
3094,213
484,12
485,16
486,12
487,10
488,18
489,19
490,14
491,23
492,105
493,18
494,27
495,131
496,17
497,185
498,12
499,12
2603,78
2602,23
2601,36
2600,26
2609,88
2608,24
2607,26
2606,172
2605,93
2604,105
2614,22
2613,17
2612,13
2611,17
2610,111
2619,125
2618,48
2617,23
2616,63
2615,29
2625,191
2624,116
2623,122
2622,243
2621,92
2620,197
2629,110
2628,181
2627,137
2626,104
1305,79
2636,17
1304,37
2635,19
1303,20
2634,96
1302,16
2633,71
1301,14
2632,151
1300,12
2631,168
2630,65
1309,111
1308,158
2639,14
1307,210
2638,14
1306,60
2637,16
2650,127
1316,16
2647,33
1315,171
2646,153
1314,71
2645,207
1313,17
2644,102
1312,12
2643,72
1311,11
2642,38
1310,21
2641,26
2640,13
1319,16
1318,12
2649,76
1317,13
2648,96
1330,17
2661,26
2660,21
1327,135
2658,24
1326,105
2657,128
1325,140
2656,111
1324,132
2655,26
1323,163
2654,23
1322,12
2653,19
1321,13
2652,129
1320,13
2651,124
1329,17
1328,14
2659,24
1341,97
2672,27
1340,32
2671,25
2670,96
1338,18
2669,167
1337,19
2668,138
1336,18
2667,155
1335,16
2666,95
1334,112
2665,131
1333,78
2664,61
1332,36
2663,31
1331,104
2662,27
1339,19
1352,65
2683,124
1351,67
2682,173
1350,274
2681,104
2680,133
1349,123
1348,127
2679,105
1347,101
2678,22
1346,125
2677,17
1345,45
2676,16
1344,72
2675,19
1343,12
2674,148
1342,12
2673,21
1363,73
2694,20
1362,164
2693,30
1361,16
2692,295
1360,16
2691,36
2690,20
1359,147
1358,89
2689,23
1357,12
2688,136
1356,12
2687,138
1355,13
2686,86
1354,110
2685,58
1353,61
2684,152
1374,16
1373,37
1372,15
1371,17
1370,14
1369,55
1368,50
2699,147
1367,23
2698,107
1366,239
2697,204
1365,151
2696,104
1364,65
2695,157
1385,159
1384,99
1383,76
1382,82
1381,197
1380,75
1379,194
1378,17
1377,13
1376,13
1375,12
1396,61
1395,82
1394,123
1393,134
1392,106
1391,94
1390,154
1389,85
1388,117
1387,119
1386,118
3101,130
3100,110
1399,54
1398,114
1397,126
3112,216
3111,143
3110,125
3109,59
3108,62
3107,68
3106,134
3105,144
500,11
3104,93
501,11
3103,144
502,12
3102,79
503,17
504,11
505,12
506,11
507,13
508,11
509,11
3123,21
3122,28
3121,120
3120,142
3119,60
3118,90
3117,147
510,15
3116,148
511,15
3115,166
512,12
3114,169
513,11
3113,84
514,11
515,16
516,12
517,15
518,14
519,14
3134,178
3133,109
3132,163
3131,115
3130,144
3129,109
520,12
3128,152
521,11
3127,116
522,14
3126,43
523,11
3125,160
524,15
3124,126
525,17
526,13
527,128
528,14
529,19
3145,123
3144,80
3143,90
3142,189
3141,99
3140,106
530,18
531,213
3139,116
532,20
3138,191
533,160
3137,92
534,15
3136,125
535,21
3135,158
536,144
537,34
538,20
539,17
3156,109
3155,12
3154,129
3153,192
3152,163
3151,84
3150,154
540,17
541,13
542,11
543,13
3149,97
544,14
3148,107
545,19
3147,148
546,17
3146,141
547,14
548,18
549,19
3167,70
3166,129
3165,142
3164,144
3163,210
3162,64
3161,25
3160,209
550,17
551,17
552,13
553,18
554,14
555,12
3159,21
556,17
3158,96
557,11
3157,211
558,105
559,16
3170,58
3178,13
3177,93
3176,117
3175,109
3174,66
3173,83
3172,116
560,13
3171,58
561,18
562,11
563,11
564,11
565,10
566,12
567,15
3169,30
568,15
3168,28
569,11
3181,127
3180,81
3189,66
3188,70
3187,41
3186,29
3185,63
3184,57
570,14
3183,114
571,16
3182,147
572,16
573,16
574,17
575,16
576,12
577,11
578,16
579,10
3179,81
3192,67
3191,47
3190,50
3199,121
3198,70
3197,52
3196,69
580,13
3195,67
581,16
3194,62
582,12
3193,52
583,16
584,16
585,186
586,18
587,12
588,12
589,16
590,16
591,21
592,12
593,17
594,18
595,113
596,52
597,16
598,59
599,14
2702,215
2701,168
2700,103
2709,163
2708,71
2707,115
2706,55
2705,147
2704,78
2703,143
2713,19
2712,121
2711,138
2710,136
2719,110
2718,121
2717,119
2716,163
2715,111
2714,163
2724,12
2723,162
2722,247
2721,199
2720,136
2729,35
2728,103
2727,70
2726,177
2725,19
1404,115
2735,33
1403,110
2734,245
1402,64
2733,94
1401,50
2732,97
1400,49
2731,22
2730,97
1409,165
1408,216
2739,176
1407,19
2738,81
1406,17
2737,137
1405,16
2736,23
1415,179
2746,152
1414,17
2745,60
1413,112
2744,99
1412,183
2743,30
1411,146
2742,121
1410,136
2741,116
2740,152
1419,16
1418,17
2749,142
1417,69
2748,49
1416,66
2747,53
2760,15
1426,97
2757,17
1425,187
2756,33
1424,51
2755,16
1423,190
2754,93
1422,15
2753,238
1421,106
2752,29
1420,79
2751,130
2750,181
1429,65
1428,58
2759,25
1427,125
2758,30
1440,61
2771,121
2770,83
1437,16
2768,59
1436,16
2767,164
1435,117
2766,101
1434,89
2765,148
1433,191
2764,86
1432,87
2763,24
1431,45
2762,21
1430,112
2761,15
1439,84
1438,45
2769,79
1451,15
2782,22
1450,20
2781,32
2780,83
1448,17
2779,63
1447,16
2778,16
1446,16
2777,126
1445,102
2776,130
1444,48
2775,21
1443,88
2774,12
1442,17
2773,21
1441,115
2772,82
1449,11
1462,121
2793,13
1461,11
2792,12
1460,63
2791,19
2790,17
1459,80
1458,96
2789,17
1457,115
2788,27
1456,151
2787,142
1455,151
2786,204
1454,166
2785,98
1453,146
2784,76
1452,12
2783,28
1473,83
1472,65
1471,87
1470,278
1469,162
1468,140
2799,113
1467,75
2798,144
1466,11
2797,19
1465,92
2796,17
1464,112
2795,143
1463,95
2794,167
1484,96
1483,68
1482,88
1481,12
1480,16
1479,15
1478,14
1477,21
1476,198
1475,74
1474,105
1495,75
1494,18
1493,16
1492,13
1491,168
1490,17
1489,95
1488,142
1487,144
1486,106
1485,118
3200,135
1499,14
1498,49
1497,193
1496,78
3204,101
3203,104
600,16
3202,107
601,20
3201,96
602,11
603,13
604,11
605,93
606,21
607,12
608,15
609,11
610,11
611,12
612,15
613,11
614,13
615,133
616,252
617,69
618,42
619,152
620,11
621,13
622,14
623,13
624,13
625,15
626,30
627,11
628,20
629,18
630,80
631,18
632,23
633,27
634,14
635,15
636,14
637,157
638,18
639,13
640,16
641,14
642,13
643,23
644,118
645,13
646,18
647,16
648,11
649,12
650,15
651,17
652,16
653,23
654,16
655,61
656,20
657,18
658,24
659,14
660,17
661,33
662,12
663,10
664,11
665,12
666,15
667,12
668,14
669,13
670,238
671,121
672,16
673,14
674,28
675,192
676,19
677,103
678,84
679,121
680,14
681,19
682,14
683,16
684,14
685,13
686,10
687,12
688,17
689,34
690,19
691,65
692,16
693,66
694,61
695,190
696,156
697,28
698,82
699,64
2801,128
2800,156
2809,94
2808,95
2807,123
2806,70
2805,91
2804,57
2803,39
2802,135
2812,196
2811,128
2810,156
2819,125
2818,20
2817,113
2816,134
2815,79
2814,14
2813,66
2823,113
2822,80
2821,102
2820,180
2829,180
2828,211
2827,142
2826,134
2825,37
2824,32
1503,131
2834,99
1502,82
2833,164
1501,69
2832,116
1500,13
2831,23
2830,20
1509,17
1508,15
2839,68
1507,84
2838,168
1506,135
2837,93
1505,103
2836,84
1504,123
2835,99
1514,83
2845,83
1513,12
2844,24
1512,17
2843,78
1511,27
2842,132
1510,23
2841,144
2840,121
1519,130
1518,113
2849,173
1517,181
2848,95
1516,142
2847,102
1515,68
2846,195
1525,192
2856,150
1524,105
2855,105
1523,105
2854,15
1522,12
2853,22
1521,18
2852,125
1520,19
2851,253
2850,157
1529,69
1528,96
2859,152
1527,189
2858,123
1526,93
2857,111
2870,152
1536,103
2867,87
1535,97
2866,88
1534,139
2865,143
1533,89
2864,181
1532,13
2863,101
1531,38
2862,153
1530,82
2861,21
2860,137
1539,21
1538,14
2869,82
1537,14
2868,127
1550,133
2881,68
2880,72
1547,18
2878,165
1546,16
2877,100
1545,18
2876,191
1544,104
2875,30
1543,219
2874,85
1542,135
2873,122
1541,71
2872,15
1540,77
2871,136
1549,114
1548,67
2879,35
1561,15
2892,128
1560,16
2891,86
2890,168
1558,19
2889,228
1557,15
2888,116
1556,13
2887,218
1555,16
2886,189
1554,93
2885,111
1553,77
2884,133
1552,127
2883,196
1551,63
2882,162
1559,31
1572,184
1571,103
1570,84
1569,47
1568,78
2899,104
1567,68
2898,131
1566,89
2897,197
1565,70
2896,72
1564,122
2895,76
1563,54
2894,106
1562,14
2893,209
1583,17
1582,15
1581,19
1580,18
1579,19
1578,18
1577,23
1576,21
1575,17
1574,17
1573,19
1594,132
1593,84
1592,83
1591,222
1590,128
1589,155
1588,123
1587,89
1586,47
1585,17
1584,20
1599,17
1598,17
1597,14
1596,16
1595,109
700,12
701,12
702,12
703,11
704,29
705,19
706,13
707,11
708,14
709,10
710,12
711,12
712,12
713,12
714,10
715,13
716,10
717,74
718,36
719,100
2001,46
2000,121
720,20
721,56
722,12
723,10
724,211
725,13
726,58
727,68
728,90
729,12
2012,20
2011,20
2010,18
2009,24
2008,29
2007,10
2006,31
730,100
2005,27
731,104
2004,132
732,13
2003,228
733,17
2002,318
734,17
735,16
736,14
737,13
738,12
739,11
2023,22
2022,21
2021,24
2020,231
2019,114
2018,131
740,11
2017,138
741,13
2016,104
742,13
2015,120
743,10
2014,22
744,12
2013,14
745,11
746,11
747,16
748,19
749,12
2034,87
2033,272
2032,75
2031,127
2030,149
750,13
2029,20
751,19
2028,28
752,14
2027,29
753,23
2026,13
754,12
2025,26
755,95
2024,20
756,18
757,14
758,46
759,86
2045,22
2044,21
2043,26
2042,54
2041,22
2040,25
760,12
761,61
762,18
2039,28
763,23
2038,22
764,17
2037,21
765,16
2036,129
766,13
2035,233
767,40
768,30
769,13
2056,19
2055,22
2054,196
2053,186
2052,86
2051,185
2050,128
770,14
771,14
772,14
773,11
774,10
2049,64
775,14
2048,89
776,16
2047,109
777,14
2046,230
778,21
779,14
2067,28
2066,23
2065,168
2064,132
2063,11
2062,107
2061,205
780,19
2060,221
781,11
782,11
783,10
784,11
785,18
786,15
2059,111
787,11
2058,23
788,20
2057,31
789,11
2070,18
2078,88
2077,47
2076,71
2075,29
2074,36
2073,27
790,10
2072,24
791,13
2071,25
792,24
793,12
794,64
795,18
796,205
797,12
798,14
2069,35
799,72
2068,21
2081,151
2080,107
2089,19
2088,26
2087,22
2086,23
2085,21
2084,38
2083,126
2082,158
2079,15
2092,206
2091,122
2090,35
2099,30
2098,29
2097,118
2096,197
2095,121
2094,101
2093,115
2909,26
2900,103
2908,20
2907,116
2906,132
2905,224
2904,73
2903,128
2902,150
2901,141
2911,238
2910,27
2919,158
2918,144
2917,23
2916,222
2915,91
2914,104
2913,121
2912,119
2922,228
2921,202
2920,134
2929,149
2928,150
2927,128
2926,90
2925,191
2924,187
2923,176
1602,140
2933,38
1601,140
2932,60
1600,12
2931,377
2930,81
1609,173
1608,172
2939,171
1607,14
2938,112
1606,17
2937,121
1605,171
2936,133
1604,87
2935,22
1603,100
2934,25
1613,116
2944,125
1612,84
2943,136
1611,60
2942,27
1610,77
2941,100
2940,186
1619,55
1618,20
2949,162
1617,17
2948,118
1616,62
2947,161
1615,69
2946,106
1614,106
2945,108
1624,30
2955,97
1623,150
2954,101
1622,83
2953,89
1621,78
2952,29
1620,99
2951,177
2950,135
1629,70
1628,91
2959,123
1627,93
2958,115
1626,134
2957,177
1625,125
2956,124
1635,77
2966,120
1634,91
2965,27
1633,59
2964,26
1632,110
2963,130
1631,72
2962,87
1630,109
2961,93
2960,17
1639,13
1638,148
2969,105
1637,125
2968,150
1636,86
2967,144
2980,124
1646,104
2977,120
1645,97
2976,27
1644,65
2975,22
1643,78
2974,27
1642,88
2973,94
1641,202
2972,116
1640,18
2971,171
2970,167
1649,96
1648,13
2979,207
1647,145
2978,161
1660,11
2991,156
2990,179
1657,70
2988,126
1656,17
2987,166
1655,39
2986,167
1654,85
2985,178
1653,110
2984,73
1652,172
2983,26
1651,183
2982,19
1650,201
2981,142
1659,88
1658,98
2989,168
1671,191
1670,36
1668,42
2999,110
1667,42
2998,179
1666,30
2997,111
1665,384
2996,161
1664,187
2995,17
1663,25
2994,80
1662,33
2993,169
1661,18
2992,23
1669,41
1682,65
1681,178
1680,202
1679,154
1678,89
1677,170
1676,149
1675,59
1674,135
1673,67
1672,70
1693,131
1692,90
1691,185
1690,26
1689,30
1688,24
1687,26
1686,98
1685,97
1684,150
1683,82
1699,179
1698,161
1697,142
1696,90
1695,218
1694,79
800,22
801,15
802,9
803,11
804,14
805,11
806,15
807,13
808,12
809,11
810,12
811,11
812,11
813,14
814,13
815,14
816,14
817,10
818,17
819,12
2100,13
820,14
821,17
822,43
823,19
824,115
825,80
826,17
827,24
828,36
829,19
2111,105
2110,129
2108,55
2107,67
2106,209
2105,119
2104,24
830,17
2103,22
831,15
2102,19
832,13
2101,23
833,17
834,15
835,16
836,15
837,13
838,13
839,15
2109,122
2122,25
2121,19
2120,21
2119,20
2118,28
2117,32
2116,36
840,14
2115,21
841,15
2114,114
842,18
2113,208
843,10
2112,108
844,12
845,15
846,13
847,28
848,77
849,182
2133,28
2132,23
2131,20
2130,135
2129,59
2128,85
850,67
2127,172
851,108
2126,47
852,19
2125,121
853,13
2124,22
854,161
2123,24
855,117
856,80
857,41
858,80
859,11
2144,187
2143,30
2142,163
2141,101
2140,100
860,67
2139,80
861,101
2138,137
862,16
2137,144
863,11
2136,43
864,16
2135,89
865,107
2134,91
866,12
867,147
868,23
869,13
2155,98
2154,139
2153,131
2152,140
2151,116
2150,111
870,15
871,12
872,17
2149,41
873,12
2148,104
874,12
2147,127
875,15
2146,140
876,13
2145,186
877,18
878,17
879,17
2166,111
2165,85
2164,128
2163,147
2162,85
2161,19
2160,169
880,16
881,16
882,12
883,14
884,22
2159,25
885,13
2158,39
886,13
2157,23
887,32
2156,25
888,22
889,16
2177,201
2176,189
2175,175
2174,81
2173,35
2172,17
2171,16
890,35
2170,53
891,105
892,82
893,89
894,99
895,33
896,16
2169,108
897,24
2168,71
898,11
2167,170
899,12
2180,58
2188,202
2187,133
2186,175
2185,75
2184,187
2183,20
2182,20
2181,238
2179,134
2178,194
2191,18
2190,11
2199,22
2198,243
2197,190
2196,239
2195,180
2194,183
2193,63
2192,53
2189,195
1701,15
1700,192
1709,127
1708,85
1707,71
1706,145
1705,236
1704,24
1703,138
1702,15
1712,55
1711,163
1710,128
1719,135
1718,57
1717,83
1716,29
1715,18
1714,26
1713,96
1723,87
1722,129
1721,156
1720,52
1729,27
1728,156
1727,291
1726,219
1725,237
1724,110
1734,30
1733,23
1732,20
1731,22
1730,23
1739,96
1738,143
1737,18
1736,27
1735,78
1745,128
1744,94
1743,78
1742,134
1741,231
1740,95
1749,104
1748,146
1747,197
1746,62
1756,30
1755,19
1754,109
1753,102
1752,134
1751,138
1750,154
1759,16
1758,21
1757,37
1770,106
1767,95
1766,86
1765,97
1764,161
1763,33
1762,16
1761,23
1760,19
1769,186
1768,173
1781,89
1780,29
1778,20
1777,25
1776,16
1775,32
1774,78
1773,17
1772,14
1771,189
1779,21
1792,170
1791,24
1790,25
1789,15
1788,157
1787,85
1786,84
1785,62
1784,113
1783,101
1782,68
1799,20
1798,23
1797,23
1796,27
1795,25
1794,26
1793,27
900,12
901,13
902,11
903,13
904,13
905,13
906,14
907,14
908,13
909,14
910,14
911,15
912,22
913,10
914,13
915,12
916,10
917,10
918,10
919,11
920,18
921,13
922,11
923,11
924,10
925,18
926,10
927,21
928,13
929,10
2210,159
2207,93
2206,46
2205,23
2204,95
2203,174
2202,197
930,16
2201,159
931,19
2200,128
932,16
933,11
934,12
935,15
936,14
937,18
938,10
2209,67
939,12
2208,201
2221,27
2220,112
2218,141
2217,268
2216,181
2215,194
2214,45
940,73
2213,30
941,60
2212,18
942,112
2211,112
943,14
944,126
945,17
946,23
947,13
948,16
949,81
2219,209
2232,201
2231,115
2230,111
2229,160
2228,102
2227,102
2226,79
950,119
2225,23
951,49
2224,32
952,15
2223,26
953,13
2222,26
954,23
955,17
956,15
957,16
958,15
959,17
2243,25
2242,31
2241,31
2240,22
2239,36
2238,14
960,14
2237,11
961,48
2236,34
962,98
2235,20
963,71
2234,20
964,113
2233,419
965,14
966,15
967,15
968,20
969,11
2254,161
2253,140
2252,166
2251,90
2250,22
970,12
2249,109
971,82
2248,98
972,186
2247,147
973,100
2246,112
974,68
2245,183
975,24
2244,22
976,12
977,19
978,12
979,16
2265,205
2264,149
2263,221
2262,76
2261,105
2260,26
980,60
981,95
982,83
2259,29
983,20
2258,60
984,14
2257,23
985,11
2256,27
986,22
2255,31
987,21
988,19
989,14
2276,123
2275,116
2274,170
2273,128
2272,61
2271,17
2270,28
990,56
991,16
992,13
993,13
994,12
2269,22
995,11
2268,116
996,17
2267,78
997,14
2266,99
